Agency,GFS,Amount,Payment Date
E0835112,216,66777429,2020-10-05
E0505028,214742,4100233,2020-10-05
E0505028,21186,7723898,2020-10-05
E0505028,212,59226005,2020-10-05
E0505028,218926,46298155,2020-10-05
E0505028,212,32924643,2020-10-05
E0505028,21855,66000320,2020-10-05
E0505028,21305,26830375,2020-10-05
E0505028,218,69544392,2020-10-05
E0505028,218,42127845,2020-10-05
E0505028,216134,27250193,2020-10-05
E0505028,21638,36332991,2020-10-05
E0982709,218,65631093,2020-10-05
E0982709,212,32384014,2020-10-05
E0982709,216862,40704513,2020-10-05
E0982709,21208,55682998,2020-10-05
E0982709,211,14876209,2020-10-05
E0982709,21638,51112108,2020-10-05
E0586075,219351,19013281,2020-10-05
E0586075,218,82667721,2020-10-05
E0586075,21305,51881977,2020-10-05
E0586075,21448,86791033,2020-10-05
E0586075,21108,44901156,2020-10-05
E0586075,213,6690558,2020-10-05
E0586075,21932,43754991,2020-10-05
E0586075,219,91438175,2020-10-05
E0307187,212,9322121,2020-10-05
E0307187,21855,55255861,2020-10-05
E0307187,219,84409149,2020-10-05
E0307187,214,16519275,2020-10-05
E0307187,218,97576546,2020-10-05
E0307187,21665,22050768,2020-10-05
E0109833,215706,81365156,2020-10-05
E0109833,21433,20024953,2020-10-05
E0109833,21143,74837386,2020-10-05
E0109833,213197,11924283,2020-10-05
E0109833,21932,92519304,2020-10-05
E0109833,215,57681536,2020-10-05
E0109833,21305,59635419,2020-10-05
E0109833,21980,17782582,2020-10-05
E0109833,216862,25682774,2020-10-05
E0109833,216134,6770619,2020-10-05
E0109833,217973,74594564,2020-10-05
E0109833,21325,19677462,2020-10-05
E0109833,214695,18332107,2020-10-05
E0109833,213,62140301,2020-10-05
E0337037,21980,64102213,2020-10-05
E0337037,21572,9073132,2020-10-05
E0337037,219388,980740,2020-10-05
E0337037,211,69291743,2020-10-05
E0337037,211,99848629,2020-10-05
E0337037,219,84333887,2020-10-05
E0337037,215706,90067409,2020-10-05
E0171808,21572,25496890,2020-10-05
E0171808,217,2290952,2020-10-05
E0171808,21208,10859024,2020-10-05
E0171808,21186,96876742,2020-10-05
E0171808,219,26318042,2020-10-05
E0171808,217604,96836897,2020-10-05
E0171808,213,29074866,2020-10-05
E0171808,21855,89487989,2020-10-05
E0171808,216823,43227789,2020-10-05
E0171808,218926,31313137,2020-10-05
E0171808,217,3770501,2020-10-05
E0171808,213,8898035,2020-10-05
E0171808,214,19522146,2020-10-05
E0171808,218,73586401,2020-10-05
E0171808,21582,78038722,2020-10-05
E0171808,21434,77563473,2020-10-05
E0171808,212,57420171,2020-10-05
E0171808,215706,88827314,2020-10-05
E0171808,214695,39434338,2020-10-05
E0373479,21131,57229168,2020-10-05
E0373479,219578,86605476,2020-10-05
E0373479,21932,92656275,2020-10-05
E0373479,216919,58794857,2020-10-05
E0373479,214946,49895243,2020-10-05
E0373479,212,48236451,2020-10-05
E0373479,21208,58269130,2020-10-05
E0373479,211526,21887829,2020-10-05
E0373479,212245,67664352,2020-10-05
E0373479,214,35165148,2020-10-05
E0863254,214729,30719640,2020-10-05
E0863254,213,90889071,2020-10-05
E0863254,216668,72947678,2020-10-05
E0863254,217,50136353,2020-10-05
E0863254,215,51433177,2020-10-05
E0863254,215124,37855548,2020-10-05
E0863254,215,94692864,2020-10-05
E0863254,21325,73674785,2020-10-05
E0863254,21108,73838894,2020-10-05
E0863254,213,81942743,2020-10-05
E0863254,21572,40902100,2020-10-05
E0835112,21903,68555620,2020-10-06
E0835112,214,99713819,2020-10-06
E0835112,211,21445331,2020-10-06
E0835112,21200,40084599,2020-10-06
E0835112,211,39682115,2020-10-06
E0835112,21799,36505614,2020-10-06
E0835112,215920,76083964,2020-10-06
E0835112,21186,39952634,2020-10-06
E0835112,21119,49599192,2020-10-06
E0835112,213197,24363834,2020-10-06
E0835112,21668,24210925,2020-10-06
E0835112,216919,34751950,2020-10-06
E0835112,211526,27578271,2020-10-06
E0835112,214312,77316529,2020-10-06
E0835112,21143,50928039,2020-10-06
E0505028,219351,21042255,2020-10-06
E0505028,21186,32899266,2020-10-06
E0505028,21582,62562606,2020-10-06
E0505028,21305,11804435,2020-10-06
E0505028,212,33175049,2020-10-06
E0505028,21119,26491826,2020-10-06
E0505028,213,3921134,2020-10-06
E0505028,21989,65133261,2020-10-06
E0505028,215,3539644,2020-10-06
E0505028,212,48080703,2020-10-06
E0505028,217,9576885,2020-10-06
E0505028,21208,11241013,2020-10-06
E0505028,218,37421784,2020-10-06
E0505028,214,43427312,2020-10-06
E0505028,212652,46552323,2020-10-06
E0982709,219388,34318240,2020-10-06
E0982709,214357,95141909,2020-10-06
E0982709,216,81052654,2020-10-06
E0982709,21582,45711245,2020-10-06
E0982709,21119,17132074,2020-10-06
E0982709,214,37330165,2020-10-06
E0586075,219,33343634,2020-10-06
E0586075,21582,35016730,2020-10-06
E0586075,21325,99230256,2020-10-06
E0586075,213,9117404,2020-10-06
E0586075,214729,94729478,2020-10-06
E0586075,213183,31842112,2020-10-06
E0586075,21433,95646390,2020-10-06
E0586075,21108,48003584,2020-10-06
E0586075,21665,89741850,2020-10-06
E0586075,218926,53393408,2020-10-06
E0307187,21980,20845770,2020-10-06
E0307187,215124,41277496,2020-10-06
E0307187,216919,29750429,2020-10-06
E0307187,21186,56269002,2020-10-06
E0307187,216823,81851786,2020-10-06
E0307187,21434,8236461,2020-10-06
E0307187,217604,72577074,2020-10-06
E0307187,216,80864323,2020-10-06
E0307187,21515,33750306,2020-10-06
E0307187,216668,55010877,2020-10-06
E0307187,213183,96310817,2020-10-06
E0307187,212,36427233,2020-10-06
E0307187,21220,68469913,2020-10-06
E0307187,219351,66199271,2020-10-06
E0307187,214357,21223057,2020-10-06
E0307187,21820,2653452,2020-10-06
E0109833,212,15952572,2020-10-06
E0109833,213183,65679314,2020-10-06
E0109833,216,180317,2020-10-06
E0109833,21305,60275864,2020-10-06
E0109833,219,18824318,2020-10-06
E0109833,21143,25534724,2020-10-06
E0109833,219,28837261,2020-10-06
E0109833,219388,3338866,2020-10-06
E0109833,21515,18101567,2020-10-06
E0109833,214729,96591650,2020-10-06
E0109833,216823,4879071,2020-10-06
E0109833,21446,77208851,2020-10-06
E0109833,217,54588213,2020-10-06
E0109833,214742,31069067,2020-10-06
E0109833,214,48188941,2020-10-06
E0109833,21119,89313126,2020-10-06
E0109833,21191,52172518,2020-10-06
E0109833,219,94027395,2020-10-06
E0109833,213197,51875816,2020-10-06
E0337037,214695,5723700,2020-10-06
E0337037,214312,25475345,2020-10-06
E0337037,215727,87053957,2020-10-06
E0337037,21582,46324856,2020-10-06
E0337037,215920,88534697,2020-10-06
E0337037,21191,16459446,2020-10-06
E0337037,217604,16687251,2020-10-06
E0337037,21186,29625979,2020-10-06
E0337037,211,32976374,2020-10-06
E0337037,212652,18764242,2020-10-06
E0337037,21668,44511301,2020-10-06
E0337037,211526,92803728,2020-10-06
E0171808,211,46777850,2020-10-06
E0171808,214,3080549,2020-10-06
E0171808,21433,44164015,2020-10-06
E0171808,214,64177993,2020-10-06
E0171808,21752,63599654,2020-10-06
E0171808,214695,70037561,2020-10-06
E0171808,21131,28639845,2020-10-06
E0171808,217028,95274724,2020-10-06
E0171808,213,34381781,2020-10-06
E0373479,215727,12443786,2020-10-06
E0373479,216668,80592771,2020-10-06
E0373479,214742,44132841,2020-10-06
E0373479,219,77616822,2020-10-06
E0373479,218,91307235,2020-10-06
E0373479,215124,48975398,2020-10-06
E0373479,217028,7094118,2020-10-06
E0373479,21872,44964094,2020-10-06
E0373479,216037,20490578,2020-10-06
E0373479,219388,82952940,2020-10-06
E0373479,211,24397245,2020-10-06
E0373479,216823,56564670,2020-10-06
E0373479,218,75738929,2020-10-06
E0373479,21434,71711812,2020-10-06
E0373479,214695,96677275,2020-10-06
E0373479,21903,28304229,2020-10-06
E0373479,21186,11489570,2020-10-06
E0373479,218,15938320,2020-10-06
E0373479,211,6856871,2020-10-06
E0863254,214729,61391634,2020-10-06
E0863254,21752,22890370,2020-10-06
E0863254,217604,36984584,2020-10-06
E0863254,211,56084670,2020-10-06
E0863254,214312,94803765,2020-10-06
E0863254,212652,65854313,2020-10-06
E0863254,216419,86735273,2020-10-06
E0863254,21572,14186564,2020-10-06
E0863254,212,22356927,2020-10-06
E0863254,219,63300768,2020-10-06
E0863254,21448,90597275,2020-10-06
E0863254,21932,26471650,2020-10-06
E0863254,21668,47338662,2020-10-06
E0863254,217719,90811240,2020-10-06
E0863254,214,23361714,2020-10-06
E0835112,21665,83056138,2020-10-11
E0835112,217973,93746039,2020-10-11
E0835112,21143,19840134,2020-10-11
E0835112,218,83244676,2020-10-11
E0835112,218,40188146,2020-10-11
E0835112,21200,91031139,2020-10-11
E0835112,216,66459421,2020-10-11
E0835112,21989,35270700,2020-10-11
E0835112,216,40302246,2020-10-11
E0835112,212,30106904,2020-10-11
E0835112,211,37961823,2020-10-11
E0835112,21305,60602344,2020-10-11
E0835112,21446,59929012,2020-10-11
E0835112,217028,74383539,2020-10-11
E0835112,219,54841759,2020-10-11
E0835112,21131,69175870,2020-10-11
E0505028,214047,95054957,2020-10-11
E0505028,218,13794153,2020-10-11
E0505028,218,91050522,2020-10-11
E0505028,214729,22353223,2020-10-11
E0505028,21709,45083308,2020-10-11
E0982709,216668,99388284,2020-10-11
E0982709,214047,9180535,2020-10-11
E0982709,21448,80125709,2020-10-11
E0982709,216,92682481,2020-10-11
E0982709,212,51490359,2020-10-11
E0982709,218,41090514,2020-10-11
E0982709,21709,35088648,2020-10-11
E0982709,215727,15447198,2020-10-11
E0982709,214,73889789,2020-10-11
E0982709,21305,72038510,2020-10-11
E0982709,21191,89794067,2020-10-11
E0982709,21752,90123238,2020-10-11
E0982709,217028,42250383,2020-10-11
E0586075,21855,11190849,2020-10-11
E0586075,212652,45407914,2020-10-11
E0586075,216134,22414548,2020-10-11
E0586075,21668,523771,2020-10-11
E0586075,21903,86463283,2020-10-11
E0586075,216919,54083095,2020-10-11
E0586075,215727,23285676,2020-10-11
E0586075,21143,57981264,2020-10-11
E0307187,215,5929116,2020-10-11
E0307187,21903,88674048,2020-10-11
E0307187,219,85526073,2020-10-11
E0307187,213,85941237,2020-10-11
E0307187,21989,94396760,2020-10-11
E0307187,217973,99241154,2020-10-11
E0307187,21709,30282056,2020-10-11
E0307187,218,81796886,2020-10-11
E0307187,21572,28501897,2020-10-11
E0307187,212,26174443,2020-10-11
E0109833,21200,23598565,2020-10-11
E0109833,21855,90383649,2020-10-11
E0109833,216,68958805,2020-10-11
E0109833,213,52142523,2020-10-11
E0109833,212,87570908,2020-10-11
E0109833,217,8416690,2020-10-11
E0109833,21980,51138588,2020-10-11
E0109833,21208,46100647,2020-10-11
E0109833,21665,14031911,2020-10-11
E0109833,211,57259515,2020-10-11
E0109833,214,88156771,2020-10-11
E0109833,215,46025826,2020-10-11
E0109833,21186,17572448,2020-10-11
E0109833,213,27679790,2020-10-11
E0337037,215124,41502473,2020-10-11
E0337037,214047,22360178,2020-10-11
E0337037,218,11223190,2020-10-11
E0337037,21820,48832171,2020-10-11
E0337037,21448,96948284,2020-10-11
E0337037,212,76595850,2020-10-11
E0337037,214,6417466,2020-10-11
E0337037,212652,94899377,2020-10-11
E0337037,21191,56944379,2020-10-11
E0337037,21108,81749712,2020-10-11
E0337037,215,36922785,2020-10-11
E0337037,21143,816106,2020-10-11
E0337037,21143,60157201,2020-10-11
E0337037,218,72966667,2020-10-11
E0337037,216919,31786205,2020-10-11
E0337037,212,82923660,2020-10-11
E0171808,217,3840175,2020-10-11
E0171808,213,51756233,2020-10-11
E0171808,218,14754403,2020-10-11
E0171808,214,88429475,2020-10-11
E0171808,21752,46158479,2020-10-11
E0373479,21200,74114229,2020-10-11
E0373479,219,43249865,2020-10-11
E0373479,21668,56769439,2020-10-11
E0373479,21638,15613700,2020-10-11
E0373479,213183,17584803,2020-10-11
E0373479,218926,84701890,2020-10-11
E0373479,21980,21257705,2020-10-11
E0373479,21191,72859075,2020-10-11
E0373479,215920,85509691,2020-10-11
E0373479,214047,6775049,2020-10-11
E0373479,212,17437738,2020-10-11
E0373479,21433,94102478,2020-10-11
E0373479,21186,66868708,2020-10-11
E0373479,21434,19992073,2020-10-11
E0373479,218,74959351,2020-10-11
E0373479,216419,37843524,2020-10-11
E0373479,213,99313148,2020-10-11
E0863254,212,55533416,2020-10-11
E0863254,215706,1939432,2020-10-11
E0863254,214,52775094,2020-10-11
E0863254,215136,94768625,2020-10-11
E0863254,21872,26437767,2020-10-11
E0863254,21393,77312031,2020-10-11
E0863254,211,37073022,2020-10-11
E0863254,215,83262236,2020-10-11
E0863254,21980,36646949,2020-10-11
E0863254,218,31514091,2020-10-11
E0835112,211,50626361,2020-10-12
E0835112,216419,95242439,2020-10-12
E0835112,21325,54348804,2020-10-12
E0835112,218,16639699,2020-10-12
E0835112,219,59764670,2020-10-12
E0835112,213197,5206504,2020-10-12
E0835112,214729,94768463,2020-10-12
E0835112,21186,95027795,2020-10-12
E0835112,215124,38584221,2020-10-12
E0835112,211,1999885,2020-10-12
E0835112,212,58874225,2020-10-12
E0505028,216668,25365664,2020-10-12
E0505028,219,63608926,2020-10-12
E0505028,21448,50837407,2020-10-12
E0505028,216919,32317126,2020-10-12
E0505028,216992,75598163,2020-10-12
E0505028,211,2729075,2020-10-12
E0505028,211,67282432,2020-10-12
E0505028,21515,21960211,2020-10-12
E0505028,21434,57497990,2020-10-12
E0505028,211526,81918761,2020-10-12
E0505028,21119,46403486,2020-10-12
E0505028,21668,49552682,2020-10-12
E0505028,219578,87692643,2020-10-12
E0505028,216823,63741040,2020-10-12
E0505028,21665,78021815,2020-10-12
E0505028,215727,58761091,2020-10-12
E0505028,212,31412389,2020-10-12
E0505028,215,60637888,2020-10-12
E0505028,212245,80660163,2020-10-12
E0982709,21709,35889405,2020-10-12
E0982709,215,46353741,2020-10-12
E0982709,214312,95146903,2020-10-12
E0982709,217,35899041,2020-10-12
E0982709,21119,46955376,2020-10-12
E0982709,21752,46784786,2020-10-12
E0982709,215920,42408587,2020-10-12
E0982709,212,16510458,2020-10-12
E0586075,217719,82603338,2020-10-12
E0586075,21709,39502905,2020-10-12
E0586075,218,85061410,2020-10-12
E0586075,211,95061752,2020-10-12
E0586075,211,30804210,2020-10-12
E0586075,21989,94570426,2020-10-12
E0586075,219388,34837296,2020-10-12
E0586075,21638,89685955,2020-10-12
E0586075,21820,73299784,2020-10-12
E0586075,215,25656589,2020-10-12
E0586075,21448,37406493,2020-10-12
E0586075,216134,14105524,2020-10-12
E0586075,211526,97954283,2020-10-12
E0586075,214312,11817726,2020-10-12
E0586075,218926,40818673,2020-10-12
E0586075,215124,69872624,2020-10-12
E0586075,219,69340615,2020-10-12
E0586075,213,87689638,2020-10-12
E0307187,21446,4015019,2020-10-12
E0307187,21108,14466507,2020-10-12
E0307187,219388,57095259,2020-10-12
E0307187,216862,56828271,2020-10-12
E0307187,211,31626052,2020-10-12
E0307187,213,69308851,2020-10-12
E0307187,214357,58634386,2020-10-12
E0109833,218926,94283240,2020-10-12
E0109833,215706,92175870,2020-10-12
E0109833,21709,16267102,2020-10-12
E0109833,21582,84481033,2020-10-12
E0109833,216134,96200711,2020-10-12
E0109833,215124,925232,2020-10-12
E0109833,21143,50917956,2020-10-12
E0109833,215136,63985082,2020-10-12
E0337037,219351,10778691,2020-10-12
E0337037,213,55058757,2020-10-12
E0337037,217028,89192636,2020-10-12
E0337037,21131,24272050,2020-10-12
E0337037,213183,18300086,2020-10-12
E0337037,21220,37391013,2020-10-12
E0337037,21108,32490076,2020-10-12
E0337037,214946,21442898,2020-10-12
E0337037,216919,87188685,2020-10-12
E0337037,215124,50458872,2020-10-12
E0337037,21448,71596377,2020-10-12
E0337037,21872,83553165,2020-10-12
E0337037,213197,29098009,2020-10-12
E0337037,21143,60756116,2020-10-12
E0337037,219,94183385,2020-10-12
E0171808,212245,12681589,2020-10-12
E0171808,211,88834120,2020-10-12
E0171808,211526,18736733,2020-10-12
E0171808,217028,59978557,2020-10-12
E0171808,21799,2926301,2020-10-12
E0171808,213197,99953510,2020-10-12
E0171808,211,8334630,2020-10-12
E0171808,21989,31977,2020-10-12
E0171808,21119,48648641,2020-10-12
E0171808,212652,35020064,2020-10-12
E0171808,215920,34362907,2020-10-12
E0171808,216919,16382921,2020-10-12
E0373479,215,85833173,2020-10-12
E0373479,21709,61929700,2020-10-12
E0373479,219,65954496,2020-10-12
E0373479,21855,79688748,2020-10-12
E0373479,212,8271607,2020-10-12
E0373479,214,16872950,2020-10-12
E0373479,219578,95910376,2020-10-12
E0373479,214742,62283546,2020-10-12
E0373479,212245,24648122,2020-10-12
E0373479,21903,98669201,2020-10-12
E0373479,21433,95224186,2020-10-12
E0373479,21200,86611438,2020-10-12
E0863254,216,15642719,2020-10-12
E0863254,217,14391310,2020-10-12
E0863254,219,62361743,2020-10-12
E0863254,217,10399081,2020-10-12
E0863254,21855,19973897,2020-10-12
E0863254,216668,96196398,2020-10-12
E0863254,215,68746732,2020-10-12
E0863254,214,10841468,2020-10-12
E0863254,218,23115160,2020-10-12
E0863254,21208,97169631,2020-10-12
E0863254,21665,1153321,2020-10-12
E0863254,21448,34850845,2020-10-12
E0863254,216419,23498217,2020-10-12
E0863254,214,24670310,2020-10-12
E0863254,219351,88422979,2020-10-12
E0863254,21799,9118075,2020-10-12
E0835112,21143,47982624,2020-10-17
E0835112,219,4485841,2020-10-17
E0835112,214312,61438832,2020-10-17
E0835112,217719,4129887,2020-10-17
E0835112,218926,27059945,2020-10-17
E0835112,216,24860407,2020-10-17
E0835112,214695,66796806,2020-10-17
E0835112,21143,3186198,2020-10-17
E0505028,21980,73512830,2020-10-17
E0505028,216919,92195722,2020-10-17
E0505028,213183,21184533,2020-10-17
E0505028,215,12827209,2020-10-17
E0505028,215136,68731397,2020-10-17
E0505028,21515,76115141,2020-10-17
E0505028,217973,68750465,2020-10-17
E0982709,217,12623455,2020-10-17
E0982709,214729,43296076,2020-10-17
E0982709,218,37639793,2020-10-17
E0982709,214695,4318211,2020-10-17
E0982709,216992,1612503,2020-10-17
E0982709,21448,84795246,2020-10-17
E0982709,211,69440683,2020-10-17
E0982709,211526,82872808,2020-10-17
E0982709,213,83447668,2020-10-17
E0982709,216037,64411615,2020-10-17
E0982709,21668,84646168,2020-10-17
E0982709,217719,96115848,2020-10-17
E0982709,21799,92846183,2020-10-17
E0982709,21108,68367237,2020-10-17
E0982709,218,37453100,2020-10-17
E0982709,21186,57705083,2020-10-17
E0982709,21191,38185286,2020-10-17
E0586075,212,33271234,2020-10-17
E0586075,216668,35386231,2020-10-17
E0586075,213,77909365,2020-10-17
E0586075,219,17333299,2020-10-17
E0586075,21582,32912669,2020-10-17
E0307187,214,25594510,2020-10-17
E0307187,212652,53454743,2020-10-17
E0307187,219,18402966,2020-10-17
E0307187,21208,27797564,2020-10-17
E0307187,215706,95823084,2020-10-17
E0307187,214047,37679576,2020-10-17
E0307187,214946,24731826,2020-10-17
E0307187,215727,5530103,2020-10-17
E0307187,212,81728544,2020-10-17
E0307187,215124,8528831,2020-10-17
E0307187,213,18018884,2020-10-17
E0307187,215136,37797435,2020-10-17
E0109833,218,88295675,2020-10-17
E0109833,213,35476162,2020-10-17
E0109833,216862,72406540,2020-10-17
E0109833,219,87452663,2020-10-17
E0109833,216992,32025871,2020-10-17
E0109833,215727,78383060,2020-10-17
E0109833,21131,83699241,2020-10-17
E0109833,213,5531041,2020-10-17
E0109833,219578,88142912,2020-10-17
E0337037,211,76009863,2020-10-17
E0337037,219388,4360144,2020-10-17
E0337037,219578,21578527,2020-10-17
E0337037,218,68361808,2020-10-17
E0337037,219351,17002535,2020-10-17
E0171808,21119,61112038,2020-10-17
E0171808,215,33067458,2020-10-17
E0171808,215136,79500918,2020-10-17
E0171808,21143,64546479,2020-10-17
E0171808,21872,75733529,2020-10-17
E0171808,216037,60265982,2020-10-17
E0171808,215,42561420,2020-10-17
E0171808,212,15524278,2020-10-17
E0171808,213183,69836198,2020-10-17
E0171808,219,89019494,2020-10-17
E0171808,211,44980104,2020-10-17
E0373479,21143,19302552,2020-10-17
E0373479,216862,60961194,2020-10-17
E0373479,219388,32376827,2020-10-17
E0373479,21200,43099206,2020-10-17
E0373479,217,66591493,2020-10-17
E0373479,212,74048967,2020-10-17
E0373479,218,57872630,2020-10-17
E0373479,213,75224411,2020-10-17
E0373479,212,27892214,2020-10-17
E0863254,217719,20873614,2020-10-17
E0863254,21434,32016695,2020-10-17
E0863254,219388,72044182,2020-10-17
E0863254,21668,44832137,2020-10-17
E0863254,216668,85780195,2020-10-17
E0863254,21799,32521392,2020-10-17
E0863254,21143,49738247,2020-10-17
E0863254,21980,1973657,2020-10-17
E0863254,214729,51595174,2020-10-17
E0863254,218926,81399327,2020-10-17
E0863254,217604,12749401,2020-10-17
E0835112,212,99853012,2020-11-02
E0835112,212,79742986,2020-11-02
E0835112,217,13949975,2020-11-02
E0835112,215124,98965929,2020-11-02
E0835112,214946,25134266,2020-11-02
E0835112,215727,85867370,2020-11-02
E0835112,21638,98428476,2020-11-02
E0835112,216668,53279528,2020-11-02
E0835112,214695,14786345,2020-11-02
E0835112,213,98820819,2020-11-02
E0835112,214357,18790663,2020-11-02
E0835112,21903,48348210,2020-11-02
E0835112,211,68077282,2020-11-02
E0835112,217719,85157150,2020-11-02
E0835112,21208,97496986,2020-11-02
E0835112,213,23717625,2020-11-02
E0835112,21433,57709715,2020-11-02
E0505028,21989,6104119,2020-11-02
E0505028,21980,49773086,2020-11-02
E0505028,21903,2373347,2020-11-02
E0505028,21220,76244675,2020-11-02
E0505028,217028,72430925,2020-11-02
E0505028,21582,39401278,2020-11-02
E0505028,213197,29747138,2020-11-02
E0505028,21325,73991859,2020-11-02
E0505028,216668,9296347,2020-11-02
E0505028,21872,75182010,2020-11-02
E0505028,217,6752376,2020-11-02
E0505028,212,44093225,2020-11-02
E0505028,212,91005996,2020-11-02
E0505028,219578,76440100,2020-11-02
E0505028,215727,31800367,2020-11-02
E0505028,219388,86856525,2020-11-02
E0505028,219,74769705,2020-11-02
E0505028,215,38128384,2020-11-02
E0505028,21799,24244177,2020-11-02
E0982709,21143,67418554,2020-11-02
E0982709,217604,10443940,2020-11-02
E0982709,217,79657984,2020-11-02
E0982709,216823,93684021,2020-11-02
E0982709,214695,3033868,2020-11-02
E0982709,212,93732612,2020-11-02
E0982709,21820,51592640,2020-11-02
E0982709,21208,14086252,2020-11-02
E0982709,214047,28501717,2020-11-02
E0982709,218,97586757,2020-11-02
E0982709,216419,30116650,2020-11-02
E0982709,219578,98273310,2020-11-02
E0982709,211,64927686,2020-11-02
E0586075,216037,67380644,2020-11-02
E0586075,217,49823010,2020-11-02
E0586075,21220,72164035,2020-11-02
E0586075,214357,3892058,2020-11-02
E0586075,211,46028450,2020-11-02
E0586075,212,58984953,2020-11-02
E0586075,218,70417858,2020-11-02
E0586075,212245,70534069,2020-11-02
E0586075,215706,22632969,2020-11-02
E0586075,212,97642285,2020-11-02
E0586075,215136,17982101,2020-11-02
E0586075,21200,89736610,2020-11-02
E0586075,21131,11909488,2020-11-02
E0586075,21433,72001904,2020-11-02
E0307187,21143,12523553,2020-11-02
E0307187,215727,71805664,2020-11-02
E0307187,218,80352436,2020-11-02
E0307187,21572,1592889,2020-11-02
E0307187,216419,52134517,2020-11-02
E0307187,211,35194067,2020-11-02
E0307187,216919,99604357,2020-11-02
E0307187,216,18422266,2020-11-02
E0109833,21582,56223419,2020-11-02
E0109833,214729,69374324,2020-11-02
E0109833,216,14495429,2020-11-02
E0109833,213,364000,2020-11-02
E0109833,213,3759301,2020-11-02
E0109833,217719,4794327,2020-11-02
E0109833,212652,28006994,2020-11-02
E0109833,21119,17754917,2020-11-02
E0109833,217,84090882,2020-11-02
E0109833,21108,59249798,2020-11-02
E0109833,212,28321032,2020-11-02
E0109833,21305,65527573,2020-11-02
E0337037,211,57996867,2020-11-02
E0337037,214312,62579992,2020-11-02
E0337037,213,63709342,2020-11-02
E0337037,216668,7939824,2020-11-02
E0337037,214,16596384,2020-11-02
E0337037,219,48242683,2020-11-02
E0337037,215,50726427,2020-11-02
E0337037,216,45017901,2020-11-02
E0337037,21393,2042340,2020-11-02
E0337037,217,20608274,2020-11-02
E0337037,21119,49036540,2020-11-02
E0337037,21515,9656246,2020-11-02
E0337037,21709,28845104,2020-11-02
E0337037,212,63282560,2020-11-02
E0337037,213,62244651,2020-11-02
E0337037,21665,48075464,2020-11-02
E0337037,21638,26745927,2020-11-02
E0337037,219,68229228,2020-11-02
E0171808,218926,50428894,2020-11-02
E0171808,21325,93616589,2020-11-02
E0171808,215,44167347,2020-11-02
E0171808,215706,59676722,2020-11-02
E0171808,217604,74758655,2020-11-02
E0171808,216992,6231358,2020-11-02
E0171808,21989,24661014,2020-11-02
E0171808,21305,39412230,2020-11-02
E0171808,211,93681687,2020-11-02
E0171808,214742,76093579,2020-11-02
E0171808,212,76476130,2020-11-02
E0171808,214312,73276844,2020-11-02
E0373479,218,54864237,2020-11-02
E0373479,21186,37681887,2020-11-02
E0373479,218,27922187,2020-11-02
E0373479,213183,76458492,2020-11-02
E0373479,219,97649846,2020-11-02
E0373479,21980,60737814,2020-11-02
E0373479,216668,98361197,2020-11-02
E0373479,216419,47072625,2020-11-02
E0373479,21515,25893887,2020-11-02
E0373479,217719,84745102,2020-11-02
E0373479,214742,8644193,2020-11-02
E0373479,218926,57589039,2020-11-02
E0863254,214312,17453507,2020-11-02
E0863254,217,27113983,2020-11-02
E0863254,213,47242680,2020-11-02
E0863254,21903,79591897,2020-11-02
E0863254,21980,81938368,2020-11-02
E0863254,216,91828160,2020-11-02
E0863254,211526,41875352,2020-11-02
E0863254,21582,41385277,2020-11-02
E0863254,214047,65154278,2020-11-02
E0863254,214,4342922,2020-11-02
E0863254,215706,23353637,2020-11-02
E0863254,216419,58084995,2020-11-02
E0863254,219,49318020,2020-11-02
E0863254,214946,76504475,2020-11-02
E0863254,21143,17323685,2020-11-02
E0863254,21515,92600187,2020-11-02
E0863254,21820,229646,2020-11-02
E0863254,218926,47355140,2020-11-02
E0835112,212,13115672,2020-11-10
E0835112,21143,95421320,2020-11-10
E0835112,216992,28595403,2020-11-10
E0835112,214047,32771220,2020-11-10
E0835112,214695,23374301,2020-11-10
E0835112,21393,56443088,2020-11-10
E0835112,217,28147222,2020-11-10
E0835112,21200,47726461,2020-11-10
E0835112,21131,22835533,2020-11-10
E0835112,216862,29746499,2020-11-10
E0835112,214312,8438872,2020-11-10
E0835112,214,4211980,2020-11-10
E0835112,215,47179221,2020-11-10
E0505028,217719,2070472,2020-11-10
E0505028,211526,65538889,2020-11-10
E0505028,217973,60724707,2020-11-10
E0505028,215136,23293194,2020-11-10
E0505028,214946,73950431,2020-11-10
E0505028,21393,84832051,2020-11-10
E0505028,21665,52376106,2020-11-10
E0505028,214,51655219,2020-11-10
E0505028,21108,16145866,2020-11-10
E0982709,21638,34321336,2020-11-10
E0982709,212,31447840,2020-11-10
E0982709,212,80294298,2020-11-10
E0982709,215136,4232859,2020-11-10
E0982709,21433,34357570,2020-11-10
E0982709,21305,8594780,2020-11-10
E0982709,214729,51887842,2020-11-10
E0982709,215,5165731,2020-11-10
E0982709,219,17416166,2020-11-10
E0982709,212,43565263,2020-11-10
E0982709,218,84893276,2020-11-10
E0982709,21143,96932386,2020-11-10
E0982709,21434,263451,2020-11-10
E0982709,21665,13048895,2020-11-10
E0982709,21903,27417142,2020-11-10
E0982709,211,93608937,2020-11-10
E0982709,216823,46139233,2020-11-10
E0586075,21119,41958916,2020-11-10
E0586075,213,45413630,2020-11-10
E0586075,218926,16671611,2020-11-10
E0586075,214357,34846313,2020-11-10
